vol_test,arima_direct_fcst,garch_direct_fcst,modwt_arima_fcst,modwt_garch_fcst
0.03711158387317442,0.03732824031402793,0.036245979910539,0.04855067432965652,0.04462492472011667
0.037414115455293745,0.037426863520247176,0.0362591533854087,0.0486826925570576,0.04462532239954363
0.03756979287473421,0.03745873120523934,0.03627205874894566,0.04873767078829912,0.04462570950842693
0.03757169544838017,0.03745628065797884,0.03628470155195062,0.0487605665316228,0.044626086327825706
0.03651992577943398,0.03745796368392865,0.03629708722645313,0.04877010043584124,0.044626453131321374
0.03608241254149928,0.037458622795761405,0.036309221088411614,0.04877407024799764,0.04462681018521691
0.03533532203250813,0.03745888091917782,0.03632110834034547,0.04877572323382548,0.044627157748730634
0.03553113987867023,0.03745898200626925,0.036332754073901324,0.0487764115188222,0.04462749607418498
0.03552803213321082,0.037459021594308944,0.036344163272355075,0.048776698113074085,0.04462782540719009
0.035313517260177445,0.037459037097899606,0.03635534081305185,0.048776817447747374,0.04462814598682261
0.03137787808644797,0.037459043169463774,0.03636629146978548,0.04877686713738405,0.04462845804579966
0.02745515326342133,0.03745904554722853,0.03637701991511931,0.04877688782759859,0.044628761810648156
0.027398156120898822,0.03745904647841612,0.036387530722649886,0.048776896442774845,0.04462905750186968
0.026467920220387072,0.03745904684309069,0.03639782836921532,0.04877690003003885,0.044629345334100845
0.026453783835946282,0.03745904698590567,0.0364079172370497,0.048776901523735865,0.044629625516269505
0.028075455664318964,0.037459047041835315,0.03641780161588513,0.048776902145694766,0.04462989825174667
0.028162164253735376,0.037459047063738656,0.036427485705002864,0.048776902404671564,0.044630163738494516
0.026358550566934674,0.03745904707231651,0.03643697361523493,0.04877690251250664,0.04463042216921027
0.02978489118937495,0.037459047075675794,0.036446269370917536,0.04877690255740797,0.04463067373146641
0.028913951163367216,0.03745904707699137,0.03645537691179772,0.04877690257610439,0.044630918607847084
0.030179039934759202,0.03745904707750657,0.03646430009489434,0.04877690258388937,0.044631156976080846
0.029852113990029128,0.03745904707770834,0.036473042696314815,0.04877690258713095,0.044631389009169894
0.029385554003424543,0.03745904707778736,0.03648160841302863,0.04877690258848071,0.044631614875515875
0.029432289773316845,0.03745904707781831,0.03649000086459895,0.048776902589042735,0.044631834739042274
0.029241246072341968,0.037459047077830425,0.036498223594873286,0.048776902589276756,0.04463204875931364
0.029081443530618027,0.03745904707783517,0.036506280073634455,0.0487769025893742,0.04463225709165154
0.02899413468667523,0.03745904707783703,0.036514173698212714,0.04877690258941477,0.044632459887247476
0.02756397141734659,0.03745904707783776,0.0365219077950603,0.04877690258943167,0.044632657293272766
0.027015841624003792,0.037459047077838044,0.036529485621289146,0.0487769025894387,0.04463284945298553
0.027013761070180685,0.037459047077838155,0.0365369103661729,0.04877690258944163,0.04463303650583481
0.027436811709533503,0.037459047077838196,0.03654418515261409,0.04877690258944285,0.044633218587561876
0.029516222450237682,0.03745904707783821,0.0365513130385773,0.04877690258944336,0.0446333958302989
0.029404710066509344,0.03745904707783822,0.036558297018489415,0.04877690258944357,0.04463356836266498
0.02939761383660834,0.03745904707783822,0.03656514002460748,0.04877690258944366,0.04463373630985957
0.029369431028100093,0.03745904707783822,0.03657184492835535,0.04877690258944369,0.04463389979375346
0.029373822081038833,0.03745904707783822,0.0365784145416296,0.048776902589443706,0.04463405893297735
0.028703878358880903,0.03745904707783822,0.03658485161807569,0.04877690258944371,0.04463421384300799
0.028368536336448643,0.03745904707783822,0.03659115885433509,0.04877690258944371,0.0446343646362521
0.028427978805712798,0.03745904707783822,0.036597338891263986,0.04877690258944371,0.04463451142212805
0.028441475421876788,0.03745904707783822,0.03660339431512445,0.04877690258944371,0.044634654307145305
0.02824782662802217,0.03745904707783822,0.03660932765874863,0.04877690258944371,0.04463479339498182
0.02743319723994168,0.03745904707783822,0.03661514140267667,0.04877690258944371,0.044634928786559336
0.02758111821625757,0.03745904707783822,0.03662083797626904,0.04877690258944371,0.04463506058011671
0.027844187237693902,0.03745904707783822,0.036626419758793896,0.04877690258944371,0.044635188871281234
0.027802441088096177,0.03745904707783822,0.036631889080490004,0.04877690258944371,0.04463531375313811
0.024887565674205164,0.03745904707783822,0.036637248223605964,0.04877690258944371,0.04463543531629806
0.02490005576204166,0.03745904707783822,0.03664249942341622,0.04877690258944371,0.04463555364896311
0.025497187499127594,0.03745904707783822,0.03664764486921443,0.04877690258944371,0.04463566883699066
0.02198195944613219,0.03745904707783822,0.03665268670528478,0.04877690258944371,0.044635780963955846
0.020380824758667284,0.03745904707783822,0.03665762703185173,0.04877690258944371,0.0446358901112122
0.019281660783470662,0.03745904707783822,0.03666246790600875,0.04877690258944371,0.04463599635795075
0.019420152358394168,0.03745904707783822,0.03666721134262655,0.04877690258944371,0.044636099781257516
0.018903718227597677,0.03745904707783822,0.03667185931524125,0.04877690258944371,0.04463620045616948
0.01904333068989167,0.03745904707783822,0.03667641375692301,0.04877690258944371,0.04463629845572907
0.01875883857675869,0.03745904707783822,0.0366808765611256,0.04877690258944371,0.0446363938510372
0.01884417872255252,0.03745904707783822,0.03668524958251729,0.04877690258944371,0.0446364867113049
0.018919035600022185,0.03745904707783822,0.03668953463779358,0.04877690258944371,0.04463657710390354
0.01932305931564517,0.03745904707783822,0.03669373350647219,0.04877690258944371,0.044636665094413774
0.019543251839782838,0.03745904707783822,0.03669784793167062,0.04877690258944371,0.04463675074667312
0.01952861375769543,0.03745904707783822,0.03670187962086688,0.04877690258944371,0.044636834122822336
0.019486716917232128,0.03745904707783822,0.03670583024664356,0.04877690258944371,0.0446369152833505
0.01628915380821018,0.03745904707783822,0.03670970144741588,0.04877690258944371,0.04463699428713896
0.018319940938065504,0.03745904707783822,0.036713494828143796,0.04877690258944371,0.04463707119150404
0.01831810014337367,0.03745904707783822,0.03671721196102885,0.04877690258944371,0.04463714605223868
0.018356747903739385,0.03745904707783822,0.036720854386195864,0.04877690258944371,0.04463721892365291
0.01833492151489173,0.03745904707783822,0.036724423612359905,0.04877690258944371,0.04463728985861328
0.0182279324307639,0.03745904707783822,0.03672792111747898,0.04877690258944371,0.04463735890858125
